X,Y
2.5698475517731625,2.9537923678509923
2.622279828325583,4.743900163538588
2.914048189719738,5.51395472942439
2.4739762009328077,3.9926136913620374
1.9301756390730371,5.2368865931682524
2.941307153407579,3.1003682463137188
3.5216709250691083,2.774261099539477
3.3012610520235017,3.7936123862263966
3.0387384613647823,3.395639596557646
2.7098672927503857,5.925816024980555
4.11327390562066,3.784528350156312
3.688143598681101,4.550059297015044
4.143176027145028,4.374249930164238
3.1519450641973594,2.8742524077655816
2.4246739071373575,3.8165453606657596
3.566773417656494,4.6108301543146855
3.8341102617681058,4.135124958450802
3.551971705737036,2.3550655961452938
2.51360861129717,2.7838225339663256
3.7478274443187116,1.8556749368008543
1.4875546633123964,4.404776380703509
4.163723758964384,1.8754878411262585
3.8996470946382686,3.7228026592632077
2.495222289757355,2.8037182572940536
2.1476948956206785,5.2026584451382245
1.0787706837325257,4.541554857758667
3.2419194395317437,5.2883148499431005
2.4142380811125204,2.6018537846632865
2.1930815075423697,3.2341997072158115
3.770414932479256,2.5141509585672086
3.051872001876745,4.188684420548848
2.807465878615836,5.154957803166143
2.4818229527809637,3.9270834075401506
1.8896222014523958,4.787108634434048
3.374191410068866,3.9511692438796517
3.5970239882049597,4.340992961857512
3.131609639639522,4.806330429749427
2.71465907597806,3.8208212584889023
1.6007662330888415,5.655249793419248
3.458076114119597,3.232846519432964
1.8994946163378825,5.238556998691804
2.5281615066901066,5.011275087596941
3.510144028991783,4.4366885914123255
3.359031164406567,2.54590156333553
4.710734942617936,2.5763080308849355
4.033435907675724,4.834943542973374
3.751880206152564,3.9563104733519965
2.0975442228948715,5.631958766328974
3.0247292061745705,5.57748523941885
3.846533289711233,2.2283849771102187
2.0243272406872035,4.820588459660364
3.2402386414737943,2.3904838081514104
1.1114622491227415,2.6977516730569766
2.5328112389924486,3.219659394976494
2.18367146028467,4.447608261120539
3.1294150637368263,3.706167337836362
3.4006485041200696,5.145670324793991
1.6854921391189785,4.427947071163686
3.538906162864627,3.429813027090277
2.4908312348167962,5.43683232507844
2.1230349546040674,3.394178842117429
2.3469448628387033,3.3024119228833158
2.884222206681249,3.6639139229067466
3.5286242341289906,3.32625961424785
2.531000681322111,3.381223026053722
3.8964138461246955,2.160657790171702
3.0846711924012995,1.5066117713483198
3.6586038450596527,4.4403044128114795
2.4430502806928986,4.6341653705070325
2.957981244986354,3.0570396370857704
2.3881931874593416,2.6490965288382053
3.52366440331767,5.331677824176222
1.8217026421339324,3.069576805581319
3.3039476787521345,4.742750929569049
3.2766309336233337,3.283454431534679
3.2801522573082256,3.5425309755909464
3.175129093200612,1.9677126147159454
3.603739486627474,3.6507318782274583
2.3762311558325866,4.115889011048618
2.8516288633436098,3.600122985522695
1.6890527134903566,2.6729651535070507
1.9604130450545756,4.12373911482591
3.1656289795424923,3.5759156357286326
2.9369436053992537,4.629386251434968
2.469063979030008,6.791396658213067
4.0139861786147994,4.205208350372929
3.849119251660835,4.431888780492661
2.5402299242888198,4.250956765869051
2.5963377976737556,4.5532857056599285
3.176846895435796,4.313786133813524
2.8208225295210014,3.6015902907760426
2.412903782153105,3.621051802890346
2.410802147564328,5.750415323757359
2.3164544320896785,3.2930594512443276
3.2854504427060554,4.182245904696088
1.9472691462364926,4.517664079881193
2.721442750844485,3.335649833262119
1.4551791870189408,5.819995764217986
3.5777629597245744,2.0794212477142184
2.376863079035226,6.307292010963414
