ID,RES
93482,-0.9366954274510423
67097,1.3579630624411982
7351,0.4559590772135792
27307,-6.120740309583407
34670,5.283167217937214
23581,-7.280459719161776
58268,1.1696325600310362
29574,-0.2676265373096759
87573,0.1288587309222423
5207,3.4989835108935714
16379,2.5920234598130523
86272,3.9995461620363684
97832,1.1845007575897326
57501,0.446046945507781
98798,-2.943902097875142
13234,-0.8623544396575568
81218,1.590898157527451
43178,-0.7136724640705875
24756,2.4284732866673866
54284,4.777648500941517
76983,-1.7643584248851776
21961,0.42622268209618464
22397,0.8920928722686906
93642,3.6724458157450357
49257,-1.159718390831498
97395,6.695645986013432
19401,3.4494228523645787
78212,5.684608552022032
57678,0.8970489381215906
91155,-1.159718390831498
36882,-2.3987348540562503
2001,3.0132890573094677
3469,-3.984675926983935
84571,3.1520589011906397
85547,-0.0743399690466161
63872,-2.899297505199052
29544,4.138316005917545
25900,4.0441507547124615
695,2.0270319525825626
90869,-1.903128268766352
42521,1.7841847257905115
52539,3.845908120596501
61320,3.3800379304239927
60849,1.7494922648202207
46036,3.5981048279515497
13651,4.391075364415391
7818,5.020495727733568
54191,-0.2180658787806852
70196,0.9961702551795725
26144,1.0705112429730543
65324,5.258386888672719
65121,-0.2180658787806852
34994,-2.859648978375858
6019,3.845908120596501
90971,2.30952770619781
84084,-1.4075216834764492
75521,4.638878657060344
73299,5.654872156904643
84842,-3.835993951396965
14078,-1.4323020127409443
52699,0.07929807239325509
83230,3.1471028353377397
36763,-1.1448501932728017
3320,-0.2676265373096759
53397,-0.9614757567155389
19096,3.0132890573094677
30480,1.8882621087013927
56732,-0.5154298299546275
19361,3.3949061279826895
26867,-6.398279997345751
47903,-2.324393866262768
87391,2.8943434768398926
76645,2.577155262254354
66294,-1.1993669176546902
40243,-1.9328646638837441
37822,3.1570149670435383
2303,-0.1189445617227086
34080,0.7731472917991161
43809,-0.3568357226618598
21850,-0.317187195838667
25400,0.2626725089505154
69144,0.2279800479802244
85875,-2.5969774881722123
30988,2.170757862316636
59821,-6.680775750960995
57890,1.8882621087013927
58425,1.4669965112049748
40854,-2.4631637101439376
14306,-2.795220122288173
37938,0.6244653162121448
90755,-1.5562036590634185
10775,-2.0418981126475217
40018,-1.3827413542119547
62704,-0.9119150981865479
12636,-0.5005616323959309
95628,-1.0110364152445281
75968,4.638878657060344
9573,-3.043023414933122
28699,2.1261532696405445
74385,4.609142261942949
3121,0.9218292673860852
58321,2.30952770619781
50203,0.6988063040056304
56255,2.30952770619781
98733,1.1200719015020453
75271,4.118491742505947
35809,-0.5005616323959309
93981,-1.1993669176546902
57536,2.5920234598130523
30660,1.1200719015020453
62792,2.706012974429727
10839,1.0457309137085598
61457,2.170757862316636
24780,-1.630544646856904
50644,-1.1547623249785999
52585,-0.664111805541597
38437,-0.5005616323959309
80319,-0.168505220251696
92977,1.7494922648202207
75282,2.5077703403137668
52125,0.7681912259462159
79980,-1.3579610249474583
37309,2.259967047668817
21289,1.714799803849926
69451,-2.7456594637591807
2105,0.6740259747411358
1267,4.2225691254168245
35936,-1.4323020127409443
18244,1.2191932185600272
89724,0.485695472330972
85005,1.680107342879635
86883,-0.7384527933350821
61881,-3.731916568486085
87392,2.854694950016698
51806,0.6244653162121448
90688,1.5165571697339657
18720,-0.366747854367658
39301,1.0457309137085598
42524,1.7594043965260169
10138,-1.5562036590634185
74256,3.038069386573962
37227,-1.808963017561269
74095,2.5920234598130523
56988,-4.3316005366868655
72477,-0.3568357226618598
47391,1.6107224209390476
73049,0.9466095966505815
80161,3.855820252302299
74188,-1.903128268766352
62439,0.06442987483455509
65875,3.573324498687055
34326,0.7979276210636089
3193,1.580986025821653
15220,3.4494228523645787
18016,-1.035816744509024
82126,0.7681912259462159
68477,-0.1883294836632941
12508,0.17841938945123367
14605,1.8882621087013927
13769,2.111285072081848
67916,0.485695472330972
60765,-3.8706864123672573
12509,-0.317187195838667
35792,0.1288587309222423
85896,1.7494922648202207
31772,2.2104063891398265
38157,-1.3084003664184682
39586,-0.05451570563502121
57128,-2.423515183320746
8885,-0.7781013201582748
33393,3.2759605475131166
74473,-0.5897708177481128
65606,-1.2687518395952755
65725,-5.273253048737677
57197,5.818422330050305
20420,-0.7632331225995784
97206,1.6057663550861474
16590,3.003376925603669
38606,0.3766620235671936
92408,-0.2180658787806852
57142,-0.317187195838667
39633,-3.4494208148708414
36824,4.143272071770442
89209,2.95381626707468
73985,-1.903128268766352
76286,4.0540628864182615
2363,3.9945900961834737
20467,-0.7087163982176875
60281,-0.7781013201582748
50883,-1.7197538322090873
48687,0.9664338600621781
98696,4.093711413241451
7776,3.4097743255413895
43469,0.17841938945123367
79060,3.0132890573094677
72660,1.0705112429730543
20083,3.9995461620363684
24647,1.0457309137085598
55119,-1.0853774030380132
10877,-4.009456256248427
93340,5.258386888672719
83504,-2.497856171114232
53536,-0.7632331225995784
38402,6.9484053445112774
57072,2.904255608545688
22161,-1.531423329798923
85855,-3.736872634338984
79760,2.160845730610836
87070,-0.3568357226618598
43321,4.3662950351508965
23441,-2.29961353699827
71134,0.7681912259462159
91508,-3.5881906587520134
2267,-0.7781013201582748
20671,0.9218292673860852
39709,0.27754070650921514
39034,1.2687538770890145
91822,7.65216669562294
24294,0.32710136503820264
39447,-2.844780780817164
53718,-0.783057386011173
5857,1.4669965112049748
14289,-3.1669250612555984
47390,-3.736872634338984
70483,2.18562605987533
34399,2.160845730610836
12619,-0.168505220251696
11190,5.630091827640143
69765,0.8474882795925996
3078,1.4669965112049748
67714,-0.5649904884836182
85960,0.5749046576831541
48505,-0.9119150981865479
92134,3.746786803538521
26911,0.27754070650921514
30855,-1.3430928273887628
12677,0.6244653162121448
30888,-1.95268892729534
11042,3.578280564539953
75771,3.052937584132662
9403,2.0369440842883626
30780,3.2016195597196293
49309,-1.754446293179381
41029,1.9130424379658897
96307,-0.639331476277102
2652,-0.639331476277102
13216,0.8227079503281032
79306,0.451003011360681
47761,-0.317187195838667
70159,-1.159718390831498
66223,-2.780351924729474
33560,-2.6960988052301924
25253,4.961022937498779
13975,0.42622268209618464
1001,2.7307933036942247
6031,-2.770439793023676
20833,1.0705112429730543
6245,-1.4075216834764492
54837,-0.044603573929221305
10166,-2.3293499321156657
66091,-0.46091310557273635
31389,-0.3568357226618598
93255,5.119617044791546
76714,-0.9218272298923479
70443,1.7494922648202207
10820,2.874519213428296
12060,1.863481779436897
41317,0.9713899259150781
70316,-0.9366954274510423
60437,-1.1101577323025071
73399,-0.0743399690466161
46207,5.377332469142296
12908,-4.381161195215855
51035,1.2588417453832181
73309,1.4174358526759876
50285,4.9808472009103735
75822,-4.430721853744846
75108,-0.3915281836321508
64590,1.6900194745854331
4503,5.258386888672719
73714,0.6244653162121448
41566,-0.2676265373096759
74251,1.8387014501724024
38413,-0.46586917142563633
98280,0.25276037724472067
60324,4.698351447295131
95402,-0.317187195838667
65740,2.874519213428296
42412,-1.0159924810974281
41135,3.7220064742740253
16686,3.127278571926144
98375,-0.3419675251031634
79072,-4.574447763478916
49648,-0.788013451864073
9893,0.3419695625969009
95885,-0.599682949453911
78015,1.714799803849926
35859,-0.06938390319371611
